,Depth,A_content,T_content,G_content,C_content,GC_content,AG_content
Depth,1.0,-0.11296047999109515,0.21843210982091554,-0.17609335058264064,0.07432365668917604,-0.09291653410700865,-0.24725792250651463
A_content,-0.11296047999109515,1.0,-0.34930134577893945,-0.31234904597472146,-0.32236349303918965,-0.5685126054878035,0.5688589541807076
T_content,0.21843210982091554,-0.34930134577893945,1.0,-0.33524374928319645,-0.3033388662978725,-0.5722724273954647,-0.583397593616721
G_content,-0.17609335058264064,-0.31234904597472146,-0.33524374928319645,1.0,-0.3770135272236343,0.5677018658342082,0.6036039853574344
C_content,0.07432365668917604,-0.32236349303918965,-0.3033388662978725,-0.3770135272236343,1.0,0.5484546395496342,-0.5969515373602748
GC_content,-0.09291653410700865,-0.5685126054878035,-0.5722724273954647,0.5677018658342082,0.5484546395496342,1.0,0.014349728348342028
AG_content,-0.24725792250651463,0.5688589541807076,-0.583397593616721,0.6036039853574344,-0.5969515373602748,0.014349728348342028,1.0
